"","location_origin","location_dest","Month","DayofMonth","DepDelay","Cancelled","WeatherDelay"
"17343","Arlington VA","Atlanta GA",6,23,262,2,0
"17344","Arlington VA","Atlanta GA",8,15,97,1,0
"17345","Arlington VA","Atlanta GA",11,16,97,0,0
"17346","Arlington VA","Atlanta GA",9,27,128,2,0
"17347","Arlington VA","Atlanta GA",4,9,-27,1,0
"17348","Arlington VA","Atlanta GA",2,6,-5,0,0
"17349","Arlington VA","Atlanta GA",9,7,-47,0,0
"17350","Arlington VA","Atlanta GA",12,14,84,0,0
"17351","Arlington VA","Atlanta GA",7,23,1424,3,0
"17352","Arlington VA","Atlanta GA",3,26,-86,2,0
"17353","Arlington VA","Atlanta GA",4,30,-61,0,0
"17354","Arlington VA","Atlanta GA",6,28,50,2,0
"17355","Arlington VA","Atlanta GA",2,17,672,0,0
"17356","Arlington VA","Atlanta GA",2,25,-18,0,0
"17357","Arlington VA","Atlanta GA",2,1,93,0,0
"17358","Arlington VA","Atlanta GA",7,20,213,0,0
"17359","Arlington VA","Atlanta GA",11,17,218,0,0
"17360","Arlington VA","Atlanta GA",4,28,75,0,0
"17361","Arlington VA","Atlanta GA",11,26,3,0,0
"17362","Arlington VA","Atlanta GA",8,11,345,1,0
"17363","Arlington VA","Atlanta GA",4,14,288,0,0
"17364","Arlington VA","Atlanta GA",11,25,57,0,0
"17365","Arlington VA","Atlanta GA",6,5,243,1,0
"17366","Arlington VA","Atlanta GA",3,2,-77,0,0
"17367","Arlington VA","Atlanta GA",1,8,-93,1,0
"17368","Arlington VA","Atlanta GA",10,7,-68,0,0
"17369","Arlington VA","Atlanta GA",1,29,-100,0,0
"17370","Arlington VA","Atlanta GA",4,17,276,0,0
"17371","Arlington VA","Atlanta GA",11,8,-6,0,0
"17372","Arlington VA","Atlanta GA",1,14,-99,0,0
"17373","Arlington VA","Atlanta GA",2,7,-103,0,0
"17374","Arlington VA","Atlanta GA",12,24,563,0,0
"17375","Arlington VA","Atlanta GA",10,5,-56,0,0
"17376","Arlington VA","Atlanta GA",7,26,91,0,0
"17377","Arlington VA","Atlanta GA",10,15,-51,0,0
"17378","Arlington VA","Atlanta GA",6,10,63,4,0
"17379","Arlington VA","Atlanta GA",5,26,-29,0,0
"17380","Arlington VA","Atlanta GA",4,24,-51,0,0
"17381","Arlington VA","Atlanta GA",5,31,878,0,142
"17382","Arlington VA","Atlanta GA",8,18,-37,0,0
"17383","Arlington VA","Atlanta GA",6,4,976,2,211
"17384","Arlington VA","Atlanta GA",7,5,475,0,58
"17385","Arlington VA","Atlanta GA",4,5,138,0,0
"17386","Arlington VA","Atlanta GA",11,3,-71,0,0
"17387","Arlington VA","Atlanta GA",7,15,49,0,0
"17388","Arlington VA","Atlanta GA",9,12,165,1,0
"17389","Arlington VA","Atlanta GA",2,3,-113,0,0
"17390","Arlington VA","Atlanta GA",1,27,1,0,0
"17391","Arlington VA","Atlanta GA",7,14,562,3,0
"17392","Arlington VA","Atlanta GA",11,21,4,0,0
"17393","Arlington VA","Atlanta GA",2,4,-26,0,28
"17394","Arlington VA","Atlanta GA",4,13,129,0,0
"17395","Arlington VA","Atlanta GA",5,17,149,0,0
"17396","Arlington VA","Atlanta GA",2,16,158,1,0
"17397","Arlington VA","Atlanta GA",1,2,56,0,0
"17398","Arlington VA","Atlanta GA",9,28,57,0,0
"17399","Arlington VA","Atlanta GA",12,13,34,0,0
"17400","Arlington VA","Atlanta GA",7,2,-20,0,0
"17401","Arlington VA","Atlanta GA",10,13,41,0,0
"17402","Arlington VA","Atlanta GA",10,8,831,1,0
"17403","Arlington VA","Atlanta GA",1,13,-36,0,0
"17404","Arlington VA","Atlanta GA",4,10,75,0,0
"17405","Arlington VA","Atlanta GA",3,9,244,3,0
"17406","Arlington VA","Atlanta GA",5,18,-1,0,0
"17407","Arlington VA","Atlanta GA",12,15,66,0,0
"17408","Arlington VA","Atlanta GA",6,16,654,2,78
"17409","Arlington VA","Atlanta GA",6,29,337,0,83
"17410","Arlington VA","Atlanta GA",3,20,186,0,0
"17411","Arlington VA","Atlanta GA",11,20,-16,0,0
"17412","Arlington VA","Atlanta GA",5,12,22,0,0
"17413","Arlington VA","Atlanta GA",9,26,65,0,0
"17414","Arlington VA","Atlanta GA",5,9,65,0,0
"17415","Arlington VA","Atlanta GA",4,6,150,0,0
"17416","Arlington VA","Atlanta GA",3,7,268,0,0
"17417","Arlington VA","Atlanta GA",10,17,136,0,0
"17418","Arlington VA","Atlanta GA",7,6,1841,2,555
"17419","Arlington VA","Atlanta GA",8,29,203,0,0
"17420","Arlington VA","Atlanta GA",3,31,112,0,0
"17421","Arlington VA","Atlanta GA",2,26,158,0,0
"17422","Arlington VA","Atlanta GA",8,17,-65,0,0
"17423","Arlington VA","Atlanta GA",8,4,75,1,0
"17424","Arlington VA","Atlanta GA",6,12,249,0,0
"17425","Arlington VA","Atlanta GA",5,2,226,0,0
"17426","Arlington VA","Atlanta GA",1,4,-84,1,0
"17427","Arlington VA","Atlanta GA",4,23,-58,0,0
"17428","Arlington VA","Atlanta GA",12,19,108,0,0
"17429","Arlington VA","Atlanta GA",4,20,131,0,0
"17430","Arlington VA","Atlanta GA",9,11,-9,0,0
"17431","Arlington VA","Atlanta GA",7,25,188,1,0
"17432","Arlington VA","Atlanta GA",11,13,352,1,0
"17433","Arlington VA","Atlanta GA",4,3,109,0,0
"17434","Arlington VA","Atlanta GA",6,9,-47,2,0
"17435","Arlington VA","Atlanta GA",6,18,48,0,0
"17436","Arlington VA","Atlanta GA",2,12,20,1,0
"17437","Arlington VA","Atlanta GA",3,15,1263,0,0
"17438","Arlington VA","Atlanta GA",1,15,-59,1,0
"17439","Arlington VA","Atlanta GA",11,19,256,0,0
"17440","Arlington VA","Atlanta GA",1,18,501,0,0
"17441","Arlington VA","Atlanta GA",4,29,-98,0,0
"17442","Arlington VA","Atlanta GA",9,5,-25,0,0
"17443","Arlington VA","Atlanta GA",5,19,106,0,0
"17444","Arlington VA","Atlanta GA",3,17,18,0,0
"17445","Arlington VA","Atlanta GA",10,26,0,0,0
"17446","Arlington VA","Atlanta GA",2,2,-67,0,0
"17447","Arlington VA","Atlanta GA",6,6,63,1,0
"17448","Arlington VA","Atlanta GA",8,16,-16,0,0
"17449","Arlington VA","Atlanta GA",10,31,176,0,0
"17450","Arlington VA","Atlanta GA",5,23,293,0,0
"17451","Arlington VA","Atlanta GA",3,22,35,0,0
"17452","Arlington VA","Atlanta GA",8,10,113,1,0
"17453","Arlington VA","Atlanta GA",4,18,-41,0,0
"17454","Arlington VA","Atlanta GA",8,6,-42,0,0
"17455","Arlington VA","Atlanta GA",5,1,327,0,0
"17456","Arlington VA","Atlanta GA",6,14,637,0,0
"17457","Arlington VA","Atlanta GA",5,21,-70,0,0
"17458","Arlington VA","Atlanta GA",11,4,-59,0,0
"17459","Arlington VA","Atlanta GA",1,23,-83,0,0
"17460","Arlington VA","Atlanta GA",5,24,-35,0,0
"17461","Arlington VA","Atlanta GA",10,29,-53,0,0
"17462","Arlington VA","Atlanta GA",7,11,194,3,0
"17463","Arlington VA","Atlanta GA",3,21,21,0,0
"17464","Arlington VA","Atlanta GA",1,31,-96,0,0
"17465","Arlington VA","Atlanta GA",1,21,17,1,0
"17466","Arlington VA","Atlanta GA",9,15,159,0,0
"17467","Arlington VA","Atlanta GA",9,22,-10,0,0
"17468","Arlington VA","Atlanta GA",5,29,-16,0,0
"17469","Arlington VA","Atlanta GA",11,29,550,0,0
"17470","Arlington VA","Atlanta GA",10,23,-43,0,0
"17471","Arlington VA","Atlanta GA",3,8,840,5,193
"17472","Arlington VA","Atlanta GA",11,7,50,0,0
"17473","Arlington VA","Atlanta GA",7,18,92,0,0
"17474","Arlington VA","Atlanta GA",3,30,173,0,0
"17475","Arlington VA","Atlanta GA",8,20,256,0,0
"17476","Arlington VA","Atlanta GA",12,30,47,0,0
"17477","Arlington VA","Atlanta GA",9,29,-83,0,0
"17478","Arlington VA","Atlanta GA",12,25,18,0,0
"17479","Arlington VA","Atlanta GA",10,3,-4,1,0
"17480","Arlington VA","Atlanta GA",6,26,446,1,0
"17481","Arlington VA","Atlanta GA",12,6,17,1,0
"17482","Arlington VA","Atlanta GA",9,21,-13,0,0
"17483","Arlington VA","Atlanta GA",7,3,-31,1,0
"17484","Arlington VA","Atlanta GA",8,19,-79,0,0
"17485","Arlington VA","Atlanta GA",10,18,-58,0,0
"17486","Arlington VA","Atlanta GA",3,16,-5,1,0
"17487","Arlington VA","Atlanta GA",2,9,-69,0,0
"17488","Arlington VA","Atlanta GA",8,31,-81,0,0
"17489","Arlington VA","Atlanta GA",8,26,662,2,0
"17490","Arlington VA","Atlanta GA",12,18,80,0,0
"17491","Arlington VA","Atlanta GA",12,28,299,0,0
"17492","Arlington VA","Atlanta GA",1,20,65,1,0
"17493","Arlington VA","Atlanta GA",5,22,75,0,0
"17494","Arlington VA","Atlanta GA",7,24,214,1,0
"17495","Arlington VA","Atlanta GA",3,18,93,0,0
"17496","Arlington VA","Atlanta GA",9,4,-62,0,0
"17497","Arlington VA","Atlanta GA",4,27,91,0,0
"17498","Arlington VA","Atlanta GA",9,14,154,0,0
"17499","Arlington VA","Atlanta GA",7,29,522,1,0
"17500","Arlington VA","Atlanta GA",5,13,-53,0,0
"17501","Arlington VA","Atlanta GA",11,10,-23,1,0
"17502","Arlington VA","Atlanta GA",11,2,-44,0,0
"17503","Arlington VA","Atlanta GA",12,27,1372,1,0
"17504","Arlington VA","Atlanta GA",7,10,1530,3,0
"17505","Arlington VA","Atlanta GA",1,25,-20,0,0
"17506","Arlington VA","Atlanta GA",12,11,201,1,0
"17507","Arlington VA","Atlanta GA",6,2,-88,0,0
"17508","Arlington VA","Atlanta GA",8,25,1119,1,400
"17509","Arlington VA","Atlanta GA",4,7,-29,0,0
"17510","Arlington VA","Atlanta GA",8,13,-42,0,0
"17511","Arlington VA","Atlanta GA",11,6,-22,0,0
"17512","Arlington VA","Atlanta GA",1,24,-76,0,0
"17513","Arlington VA","Atlanta GA",8,2,445,1,34
"17514","Arlington VA","Atlanta GA",11,30,1408,0,6
"17515","Arlington VA","Atlanta GA",1,17,864,1,235
"17516","Arlington VA","Atlanta GA",10,22,-79,0,0
"17517","Arlington VA","Atlanta GA",8,8,129,1,0
"17518","Arlington VA","Atlanta GA",11,9,-70,0,0
"17519","Arlington VA","Atlanta GA",1,16,-12,4,0
"17520","Arlington VA","Atlanta GA",7,22,787,1,123
"17521","Arlington VA","Atlanta GA",9,25,175,1,0
"17522","Arlington VA","Atlanta GA",4,12,31,0,0
"17523","Arlington VA","Atlanta GA",12,17,131,0,0
"17524","Arlington VA","Atlanta GA",1,12,-82,0,0
"17525","Arlington VA","Atlanta GA",4,1,-7,0,0
"17526","Arlington VA","Atlanta GA",3,27,240,7,0
"17527","Arlington VA","Atlanta GA",7,8,622,1,0
"17528","Arlington VA","Atlanta GA",1,19,739,7,41
"17529","Arlington VA","Atlanta GA",10,11,72,0,0
"17530","Arlington VA","Atlanta GA",5,28,-26,0,0
"17531","Arlington VA","Atlanta GA",9,24,-34,0,0
"17532","Arlington VA","Atlanta GA",5,14,-63,0,0
"17533","Arlington VA","Atlanta GA",7,27,855,2,21
"17534","Arlington VA","Atlanta GA",4,2,-89,1,0
"17535","Arlington VA","Atlanta GA",4,19,-71,0,0
"17536","Arlington VA","Atlanta GA",9,30,-97,0,0
"17537","Arlington VA","Atlanta GA",3,24,14,0,0
"17538","Arlington VA","Atlanta GA",11,23,-108,0,0
"17539","Arlington VA","Atlanta GA",6,7,-13,0,0
"17540","Arlington VA","Atlanta GA",5,25,2,0,0
"17541","Arlington VA","Atlanta GA",6,17,76,1,0
"17542","Arlington VA","Atlanta GA",10,27,-32,0,0
"17543","Arlington VA","Atlanta GA",12,9,-48,0,0
"17544","Arlington VA","Atlanta GA",3,3,-68,0,0
"17545","Arlington VA","Atlanta GA",10,14,23,0,0
"17546","Arlington VA","Atlanta GA",9,3,-69,0,0
"17547","Arlington VA","Atlanta GA",6,22,613,2,37
"17548","Arlington VA","Atlanta GA",12,7,47,0,0
"17549","Arlington VA","Atlanta GA",3,11,-1,0,0
"17550","Arlington VA","Atlanta GA",11,5,-85,0,0
"17551","Arlington VA","Atlanta GA",12,21,331,0,61
"17552","Arlington VA","Atlanta GA",11,27,-44,0,0
"17553","Arlington VA","Atlanta GA",7,13,3023,5,606
"17554","Arlington VA","Atlanta GA",12,10,908,2,0
"17555","Arlington VA","Atlanta GA",4,21,-12,0,0
"17556","Arlington VA","Atlanta GA",3,29,8,0,0
"17557","Arlington VA","Atlanta GA",6,8,115,2,0
"17558","Arlington VA","Atlanta GA",1,5,-32,1,0
"17559","Arlington VA","Atlanta GA",12,2,154,0,0
"17560","Arlington VA","Atlanta GA",8,21,22,0,0
"17561","Arlington VA","Atlanta GA",6,20,-63,0,0
"17562","Arlington VA","Atlanta GA",4,16,26,0,0
"17563","Arlington VA","Atlanta GA",9,16,-15,0,0
"17564","Arlington VA","Atlanta GA",7,1,-19,0,0
"17565","Arlington VA","Atlanta GA",9,19,134,0,0
"17566","Arlington VA","Atlanta GA",10,25,234,1,0
"17567","Arlington VA","Atlanta GA",10,21,-42,0,0
"17568","Arlington VA","Atlanta GA",12,29,105,0,0
"17569","Arlington VA","Atlanta GA",8,7,641,3,0
"17570","Arlington VA","Atlanta GA",9,2,-92,0,0
"17571","Arlington VA","Atlanta GA",2,20,-48,0,0
"17572","Arlington VA","Atlanta GA",10,19,-28,0,0
"17573","Arlington VA","Atlanta GA",2,22,205,1,0
"17574","Arlington VA","Atlanta GA",11,15,-10,0,0
"17575","Arlington VA","Atlanta GA",9,9,8,0,0
"17576","Arlington VA","Atlanta GA",3,6,16,0,0
"17577","Arlington VA","Atlanta GA",3,13,55,1,0
"17578","Arlington VA","Atlanta GA",10,16,-42,0,0
"17579","Arlington VA","Atlanta GA",3,19,470,0,0
"17580","Arlington VA","Atlanta GA",9,10,-30,0,0
"17581","Arlington VA","Atlanta GA",12,26,1499,1,69
"17582","Arlington VA","Atlanta GA",3,4,1083,3,0
"17583","Arlington VA","Atlanta GA",2,5,-115,1,0
"17584","Arlington VA","Atlanta GA",10,24,1465,0,0
"17585","Arlington VA","Atlanta GA",6,13,146,0,0
"17586","Arlington VA","Atlanta GA",5,3,83,0,0
"17587","Arlington VA","Atlanta GA",9,17,-18,0,0
"17588","Arlington VA","Atlanta GA",6,19,31,0,0
"17589","Arlington VA","Atlanta GA",7,21,216,0,0
"17590","Arlington VA","Atlanta GA",2,23,2,0,0
"17591","Arlington VA","Atlanta GA",1,26,-67,3,0
"17592","Arlington VA","Atlanta GA",4,11,-22,0,0
"17593","Arlington VA","Atlanta GA",8,24,217,0,7
"17594","Arlington VA","Atlanta GA",12,23,392,0,0
"17595","Arlington VA","Atlanta GA",10,30,42,0,0
"17596","Arlington VA","Atlanta GA",11,24,-23,1,0
"17597","Arlington VA","Atlanta GA",3,25,-4,0,0
"17598","Arlington VA","Atlanta GA",10,1,-66,0,0
"17599","Arlington VA","Atlanta GA",5,20,193,0,0
"17600","Arlington VA","Atlanta GA",8,14,35,0,0
"17601","Arlington VA","Atlanta GA",4,22,41,0,0
"17602","Arlington VA","Atlanta GA",2,10,367,0,0
"17603","Arlington VA","Atlanta GA",5,5,138,0,0
"17604","Arlington VA","Atlanta GA",12,3,6,0,0
"17605","Arlington VA","Atlanta GA",4,25,109,1,0
"17606","Arlington VA","Atlanta GA",12,16,90,2,0
"17607","Arlington VA","Atlanta GA",10,6,-35,0,0
"17608","Arlington VA","Atlanta GA",1,11,-50,0,0
"17609","Arlington VA","Atlanta GA",1,28,-86,0,0
"17610","Arlington VA","Atlanta GA",6,1,351,0,0
"17611","Arlington VA","Atlanta GA",10,9,327,0,0
"17612","Arlington VA","Atlanta GA",3,1,-27,1,0
"17613","Arlington VA","Atlanta GA",9,23,-48,0,0
"17614","Arlington VA","Atlanta GA",8,12,34,1,0
"17615","Arlington VA","Atlanta GA",10,12,171,0,0
"17616","Arlington VA","Atlanta GA",5,10,61,0,0
"17617","Arlington VA","Atlanta GA",3,5,37,0,0
"17618","Arlington VA","Atlanta GA",12,22,443,1,0
"17619","Arlington VA","Atlanta GA",7,30,195,1,0
"17620","Arlington VA","Atlanta GA",10,28,-25,0,0
"17621","Arlington VA","Atlanta GA",9,1,-49,0,0
"17622","Arlington VA","Atlanta GA",11,14,1275,1,0
"17623","Arlington VA","Atlanta GA",10,2,-34,0,0
"17624","Arlington VA","Atlanta GA",5,8,6,0,0
"17625","Arlington VA","Atlanta GA",7,31,1206,2,0
"17626","Arlington VA","Atlanta GA",7,4,-48,0,0
"17627","Arlington VA","Atlanta GA",5,4,27,0,0
"17628","Arlington VA","Atlanta GA",10,4,40,0,0
"17629","Arlington VA","Atlanta GA",4,26,22,0,0
"17630","Arlington VA","Atlanta GA",6,24,-54,0,0
"17631","Arlington VA","Atlanta GA",2,11,-60,0,0
"17632","Arlington VA","Atlanta GA",12,20,84,0,0
"17633","Arlington VA","Atlanta GA",12,8,281,1,0
"17634","Arlington VA","Atlanta GA",8,22,100,1,0
"17635","Arlington VA","Atlanta GA",5,27,-42,0,0
"17636","Arlington VA","Atlanta GA",7,19,76,1,0
"17637","Arlington VA","Atlanta GA",9,18,26,0,0
"17638","Arlington VA","Atlanta GA",3,10,97,1,0
"17639","Arlington VA","Atlanta GA",12,1,216,1,0
"17640","Arlington VA","Atlanta GA",5,16,39,1,0
"17641","Arlington VA","Atlanta GA",1,9,-75,1,0
"17642","Arlington VA","Atlanta GA",8,9,-23,1,0
"17643","Arlington VA","Atlanta GA",2,14,-29,0,0
"17644","Arlington VA","Atlanta GA",7,7,250,1,0
"17645","Arlington VA","Atlanta GA",1,7,-93,0,0
"17646","Arlington VA","Atlanta GA",10,10,175,0,0
"17647","Arlington VA","Atlanta GA",5,15,-56,0,0
"17648","Arlington VA","Atlanta GA",2,13,39,2,0
"17649","Arlington VA","Atlanta GA",6,15,30,1,0
"17650","Arlington VA","Atlanta GA",9,6,481,3,0
"17651","Arlington VA","Atlanta GA",5,7,-81,0,0
"17652","Arlington VA","Atlanta GA",3,28,63,0,0
"17653","Arlington VA","Atlanta GA",7,17,-6,0,18
"17654","Arlington VA","Atlanta GA",7,16,-97,0,0
"17655","Arlington VA","Atlanta GA",1,30,-89,0,0
"17656","Arlington VA","Atlanta GA",8,27,86,1,0
"17657","Arlington VA","Atlanta GA",9,20,-26,0,0
"17658","Arlington VA","Atlanta GA",2,21,5,1,0
"17659","Arlington VA","Atlanta GA",11,11,-114,0,0
"17660","Arlington VA","Atlanta GA",8,30,-12,0,0
"17661","Arlington VA","Atlanta GA",2,8,-24,1,0
"17662","Arlington VA","Atlanta GA",7,12,72,1,0
"17663","Arlington VA","Atlanta GA",9,8,335,0,0
"17664","Arlington VA","Atlanta GA",6,25,-40,0,0
"17665","Arlington VA","Atlanta GA",12,31,61,0,0
"17666","Arlington VA","Atlanta GA",11,1,-40,0,0
"17667","Arlington VA","Atlanta GA",6,21,25,1,0
"17668","Arlington VA","Atlanta GA",1,6,-65,0,0
"17669","Arlington VA","Atlanta GA",3,23,-18,0,0
"17670","Arlington VA","Atlanta GA",7,9,183,1,0
"17671","Arlington VA","Atlanta GA",3,12,183,0,0
"17672","Arlington VA","Atlanta GA",3,14,275,0,0
"17673","Arlington VA","Atlanta GA",9,13,49,0,0
"17674","Arlington VA","Atlanta GA",2,29,124,0,0
"17675","Arlington VA","Atlanta GA",12,4,50,0,0
"17676","Arlington VA","Atlanta GA",2,27,-75,1,0
"17677","Arlington VA","Atlanta GA",12,5,29,0,0
"17678","Arlington VA","Atlanta GA",2,15,46,2,0
"17679","Arlington VA","Atlanta GA",1,1,-74,0,0
"17680","Arlington VA","Atlanta GA",11,28,-15,1,0
"17681","Arlington VA","Atlanta GA",1,22,-22,1,0
"17682","Arlington VA","Atlanta GA",8,23,-68,1,0
"17683","Arlington VA","Atlanta GA",5,6,-77,0,0
"17684","Arlington VA","Atlanta GA",6,27,379,0,0
"17685","Arlington VA","Atlanta GA",6,11,418,1,0
"17686","Arlington VA","Atlanta GA",1,10,2,0,0
"17687","Arlington VA","Atlanta GA",4,15,-74,0,0
"17688","Arlington VA","Atlanta GA",11,18,-36,0,0
"17689","Arlington VA","Atlanta GA",4,4,1608,2,69
"17690","Arlington VA","Atlanta GA",5,30,232,0,0
"17691","Arlington VA","Atlanta GA",2,24,-72,0,0
"17692","Arlington VA","Atlanta GA",6,3,65,1,0
"17693","Arlington VA","Atlanta GA",7,28,78,0,0
"17694","Arlington VA","Atlanta GA",4,8,-72,0,0
"17695","Arlington VA","Atlanta GA",8,5,-20,0,0
"17696","Arlington VA","Atlanta GA",11,12,104,0,0
"17697","Arlington VA","Atlanta GA",6,30,87,1,0
"17698","Arlington VA","Atlanta GA",2,19,-48,0,0
"17699","Arlington VA","Atlanta GA",5,11,105,0,0
"17700","Arlington VA","Atlanta GA",2,18,159,1,0
"17701","Arlington VA","Atlanta GA",8,3,394,0,0
"17702","Arlington VA","Atlanta GA",8,1,334,2,0
"17703","Arlington VA","Atlanta GA",10,20,-23,0,0
"17704","Arlington VA","Atlanta GA",2,28,346,0,0
"17705","Arlington VA","Atlanta GA",11,22,55,1,0
"17706","Arlington VA","Atlanta GA",1,3,13,2,0
"17707","Arlington VA","Atlanta GA",8,28,182,0,0
"17708","Arlington VA","Atlanta GA",12,12,77,1,0
"17709","Arlington VA","Boston MA",10,31,-20,0,0
"17710","Arlington VA","Boston MA",12,13,-37,0,0
"17711","Arlington VA","Boston MA",2,25,2,2,0
"17712","Arlington VA","Boston MA",6,18,12,1,17
"17713","Arlington VA","Boston MA",8,26,-33,1,0
"17714","Arlington VA","Boston MA",7,20,321,2,30
"17715","Arlington VA","Boston MA",11,7,431,0,127
"17716","Arlington VA","Boston MA",3,15,82,0,43
"17717","Arlington VA","Boston MA",11,3,23,0,0
"17718","Arlington VA","Boston MA",5,12,585,0,30
"17719","Arlington VA","Boston MA",6,26,105,1,0
"17720","Arlington VA","Boston MA",3,27,157,2,0
"17721","Arlington VA","Boston MA",6,23,472,2,115
"17722","Arlington VA","Boston MA",9,12,-96,0,5
"17723","Arlington VA","Boston MA",11,8,-41,0,0
"17724","Arlington VA","Boston MA",11,21,-12,1,0
"17725","Arlington VA","Boston MA",5,31,623,0,508
"17726","Arlington VA","Boston MA",5,22,33,0,0
"17727","Arlington VA","Boston MA",5,21,-70,1,0
"17728","Arlington VA","Boston MA",6,13,54,0,0
"17729","Arlington VA","Boston MA",3,31,207,0,24
"17730","Arlington VA","Boston MA",1,31,-51,0,0
"17731","Arlington VA","Boston MA",4,5,7,0,0
"17732","Arlington VA","Boston MA",9,28,320,0,30
"17733","Arlington VA","Boston MA",11,16,105,0,41
"17734","Arlington VA","Boston MA",7,6,488,0,103
"17735","Arlington VA","Boston MA",3,2,-4,0,0
"17736","Arlington VA","Boston MA",7,23,615,4,112
"17737","Arlington VA","Boston MA",10,8,103,0,0
"17738","Arlington VA","Boston MA",7,12,17,0,0
"17739","Arlington VA","Boston MA",9,15,-33,1,0
"17740","Arlington VA","Boston MA",7,18,-33,0,0
"17741","Arlington VA","Boston MA",11,4,-65,3,0
"17742","Arlington VA","Boston MA",8,15,488,4,0
"17743","Arlington VA","Boston MA",4,24,-99,1,0
"17744","Arlington VA","Boston MA",1,24,-53,0,0
"17745","Arlington VA","Boston MA",10,15,-87,1,0
"17746","Arlington VA","Boston MA",5,17,-3,0,0
"17747","Arlington VA","Boston MA",1,2,558,3,0
"17748","Arlington VA","Boston MA",7,9,5,3,0
"17749","Arlington VA","Boston MA",2,22,195,18,6
"17750","Arlington VA","Boston MA",2,2,234,0,0
"17751","Arlington VA","Boston MA",10,7,-134,0,0
"17752","Arlington VA","Boston MA",8,18,-15,0,0
"17753","Arlington VA","Boston MA",6,29,172,2,8
"17754","Arlington VA","Boston MA",1,28,95,1,0
"17755","Arlington VA","Boston MA",4,30,-14,0,15
"17756","Arlington VA","Boston MA",9,11,-84,0,0
"17757","Arlington VA","Boston MA",4,14,-34,0,0
"17758","Arlington VA","Boston MA",11,17,-56,0,0
"17759","Arlington VA","Boston MA",1,15,168,1,0
"17760","Arlington VA","Boston MA",12,20,1197,1,0
"17761","Arlington VA","Boston MA",6,6,268,2,0
"17762","Arlington VA","Boston MA",7,5,-8,0,0
"17763","Arlington VA","Boston MA",2,13,264,3,122
"17764","Arlington VA","Boston MA",12,28,182,0,0
"17765","Arlington VA","Boston MA",5,14,4,0,0
"17766","Arlington VA","Boston MA",12,26,8,0,0
"17767","Arlington VA","Boston MA",10,13,-49,0,0
"17768","Arlington VA","Boston MA",6,5,408,3,0
"17769","Arlington VA","Boston MA",9,7,-67,1,15
"17770","Arlington VA","Boston MA",3,21,107,1,85
"17771","Arlington VA","Boston MA",9,14,364,1,0
"17772","Arlington VA","Boston MA",6,10,483,2,373
"17773","Arlington VA","Boston MA",7,29,40,1,0
"17774","Arlington VA","Boston MA",2,16,35,0,0
"17775","Arlington VA","Boston MA",10,14,-138,0,0
"17776","Arlington VA","Boston MA",7,1,-116,0,0
"17777","Arlington VA","Boston MA",6,28,158,0,0
"17778","Arlington VA","Boston MA",4,10,257,0,35
"17779","Arlington VA","Boston MA",10,22,62,0,0
"17780","Arlington VA","Boston MA",10,25,185,0,0
"17781","Arlington VA","Boston MA",2,17,-38,1,0
"17782","Arlington VA","Boston MA",5,25,-31,0,0
"17783","Arlington VA","Boston MA",2,7,115,0,0
"17784","Arlington VA","Boston MA",7,2,612,1,0
"17785","Arlington VA","Boston MA",12,22,1247,3,0
"17786","Arlington VA","Boston MA",9,13,33,0,0
"17787","Arlington VA","Boston MA",4,23,28,0,0
"17788","Arlington VA","Boston MA",1,29,-126,0,0
"17789","Arlington VA","Boston MA",8,23,-27,0,0
"17790","Arlington VA","Boston MA",6,2,-13,0,0
"17791","Arlington VA","Boston MA",7,10,-35,2,0
"17792","Arlington VA","Boston MA",10,5,121,0,47
"17793","Arlington VA","Boston MA",12,2,-5,0,18
"17794","Arlington VA","Boston MA",3,26,160,0,0
"17795","Arlington VA","Boston MA",7,25,43,0,0
"17796","Arlington VA","Boston MA",5,26,133,0,30
"17797","Arlington VA","Boston MA",7,14,89,1,0
"17798","Arlington VA","Boston MA",12,24,783,0,0
"17799","Arlington VA","Boston MA",10,24,-110,0,0
"17800","Arlington VA","Boston MA",6,12,-9,0,0
"17801","Arlington VA","Boston MA",2,1,778,5,0
"17802","Arlington VA","Boston MA",12,16,59,0,0
"17803","Arlington VA","Boston MA",2,18,188,1,19
"17804","Arlington VA","Boston MA",11,30,535,0,80
"17805","Arlington VA","Boston MA",1,17,726,4,365
"17806","Arlington VA","Boston MA",4,1,163,0,78
"17807","Arlington VA","Boston MA",9,10,-57,0,0
"17808","Arlington VA","Boston MA",4,8,-44,0,0
"17809","Arlington VA","Boston MA",3,19,341,1,57
"17810","Arlington VA","Boston MA",9,2,-79,0,0
"17811","Arlington VA","Boston MA",6,17,732,0,0
"17812","Arlington VA","Boston MA",9,27,92,0,0
"17813","Arlington VA","Boston MA",11,14,301,0,30
"17814","Arlington VA","Boston MA",4,28,674,3,81
"17815","Arlington VA","Boston MA",1,8,-75,1,0
"17816","Arlington VA","Boston MA",4,9,-65,1,0
"17817","Arlington VA","Boston MA",10,29,-41,1,0
"17818","Arlington VA","Boston MA",4,17,39,0,32
"17819","Arlington VA","Boston MA",6,8,93,0,61
"17820","Arlington VA","Boston MA",3,3,31,2,0
"17821","Arlington VA","Boston MA",11,5,-52,0,0
"17822","Arlington VA","Boston MA",4,16,67,0,0
"17823","Arlington VA","Boston MA",12,19,181,9,0
"17824","Arlington VA","Boston MA",10,30,96,0,0
