"","location_origin","location_dest","Month","DayofMonth","DepDelay","Cancelled","WeatherDelay"
"144158","Houston TX","Dallas TX",12,10,420,7,151
"144159","Houston TX","Dallas TX",7,19,27,0,0
"144160","Houston TX","Dallas TX",2,18,310,0,0
"144161","Houston TX","Dallas TX",7,12,6,0,0
"144162","Houston TX","Dallas TX",8,15,1436,4,84
"144163","Houston TX","Dallas TX",9,27,10,0,0
"144164","Houston TX","Dallas TX",5,12,285,0,0
"144165","Houston TX","Dallas TX",12,16,357,4,0
"144166","Houston TX","Dallas-Fort Worth TX",10,6,19,0,0
"144167","Houston TX","Dallas-Fort Worth TX",9,6,-39,0,0
"144168","Houston TX","Dallas-Fort Worth TX",9,16,-32,2,0
"144169","Houston TX","Dallas-Fort Worth TX",7,16,135,0,0
"144170","Houston TX","Dallas-Fort Worth TX",1,9,-60,0,0
"144171","Houston TX","Dallas-Fort Worth TX",1,26,220,2,82
"144172","Houston TX","Dallas-Fort Worth TX",12,22,176,0,0
"144173","Houston TX","Dallas-Fort Worth TX",6,16,207,0,0
"144174","Houston TX","Dallas-Fort Worth TX",7,10,82,1,0
"144175","Houston TX","Dallas-Fort Worth TX",12,6,-53,0,0
"144176","Houston TX","Dallas-Fort Worth TX",8,12,312,0,0
"144177","Houston TX","Dallas-Fort Worth TX",5,13,161,0,0
"144178","Houston TX","Dallas-Fort Worth TX",9,4,-35,0,0
"144179","Houston TX","Dallas-Fort Worth TX",5,24,101,0,0
"144180","Houston TX","Dallas-Fort Worth TX",7,1,56,0,0
"144181","Houston TX","Dallas-Fort Worth TX",4,24,50,0,0
"144182","Houston TX","Dallas-Fort Worth TX",7,26,58,0,0
"144183","Houston TX","Dallas-Fort Worth TX",10,11,-50,0,0
"144184","Houston TX","Dallas-Fort Worth TX",9,9,80,0,0
"144185","Houston TX","Dallas-Fort Worth TX",4,23,245,0,292
"144186","Houston TX","Dallas-Fort Worth TX",3,12,287,0,0
"144187","Houston TX","Dallas-Fort Worth TX",12,7,-54,0,0
"144188","Houston TX","Dallas-Fort Worth TX",10,25,64,0,0
"144189","Houston TX","Dallas-Fort Worth TX",1,14,60,0,11
"144190","Houston TX","Dallas-Fort Worth TX",2,4,156,0,0
"144191","Houston TX","Dallas-Fort Worth TX",11,27,-28,0,0
"144192","Houston TX","Dallas-Fort Worth TX",10,23,235,2,15
"144193","Houston TX","Dallas-Fort Worth TX",5,29,56,0,0
"144194","Houston TX","Dallas-Fort Worth TX",11,12,98,0,0
"144195","Houston TX","Dallas-Fort Worth TX",5,4,9,0,0
"144196","Houston TX","Dallas-Fort Worth TX",12,30,97,0,0
"144197","Houston TX","Dallas-Fort Worth TX",9,11,148,0,0
"144198","Houston TX","Dallas-Fort Worth TX",9,25,114,0,0
"144199","Houston TX","Dallas-Fort Worth TX",8,9,96,0,0
"144200","Houston TX","Dallas-Fort Worth TX",2,10,55,0,0
"144201","Houston TX","Dallas-Fort Worth TX",3,29,65,0,0
"144202","Houston TX","Dallas-Fort Worth TX",12,12,152,0,38
"144203","Houston TX","Dallas-Fort Worth TX",7,15,173,0,44
"144204","Houston TX","Dallas-Fort Worth TX",8,13,72,0,0
"144205","Houston TX","Dallas-Fort Worth TX",7,27,584,0,0
"144206","Houston TX","Dallas-Fort Worth TX",6,21,518,0,68
"144207","Houston TX","Dallas-Fort Worth TX",1,18,193,0,0
"144208","Houston TX","Dallas-Fort Worth TX",11,24,-28,0,0
"144209","Houston TX","Dallas-Fort Worth TX",11,25,-53,0,0
"144210","Houston TX","Dallas-Fort Worth TX",8,14,620,0,0
"144211","Houston TX","Dallas-Fort Worth TX",6,2,80,0,0
"144212","Houston TX","Dallas-Fort Worth TX",4,25,675,1,9
"144213","Houston TX","Dallas-Fort Worth TX",10,3,-18,0,0
"144214","Houston TX","Dallas-Fort Worth TX",8,25,128,1,0
"144215","Houston TX","Dallas-Fort Worth TX",12,8,-50,0,0
"144216","Houston TX","Dallas-Fort Worth TX",2,14,33,0,0
"144217","Houston TX","Dallas-Fort Worth TX",6,25,83,0,0
"144218","Houston TX","Dallas-Fort Worth TX",10,24,-30,0,0
"144219","Houston TX","Dallas-Fort Worth TX",12,25,-50,0,0
"144220","Houston TX","Dallas-Fort Worth TX",1,25,147,1,0
"144221","Houston TX","Dallas-Fort Worth TX",8,2,417,0,0
"144222","Houston TX","Dallas-Fort Worth TX",9,26,-49,0,0
"144223","Houston TX","Dallas-Fort Worth TX",6,28,609,2,159
"144224","Houston TX","Dallas-Fort Worth TX",8,28,-43,0,0
"144225","Houston TX","Dallas-Fort Worth TX",6,13,148,0,0
"144226","Houston TX","Dallas-Fort Worth TX",3,4,64,0,0
"144227","Houston TX","Dallas-Fort Worth TX",6,27,241,1,11
"144228","Houston TX","Dallas-Fort Worth TX",2,26,236,0,0
"144229","Houston TX","Dallas-Fort Worth TX",5,23,193,0,0
"144230","Houston TX","Dallas-Fort Worth TX",8,5,70,12,0
"144231","Houston TX","Dallas-Fort Worth TX",8,8,137,0,0
"144232","Houston TX","Dallas-Fort Worth TX",5,7,568,0,0
"144233","Houston TX","Dallas-Fort Worth TX",1,6,268,0,0
"144234","Houston TX","Dallas-Fort Worth TX",3,15,137,0,0
"144235","Houston TX","Dallas-Fort Worth TX",5,8,95,0,0
"144236","Houston TX","Dallas-Fort Worth TX",1,10,108,1,6
"144237","Houston TX","Dallas-Fort Worth TX",3,2,153,1,52
"144238","Houston TX","Dallas-Fort Worth TX",1,16,12,0,0
"144239","Houston TX","Dallas-Fort Worth TX",10,7,137,0,1
"144240","Houston TX","Dallas-Fort Worth TX",2,3,-11,0,0
"144241","Houston TX","Dallas-Fort Worth TX",3,9,163,0,0
"144242","Houston TX","Dallas-Fort Worth TX",11,29,59,0,0
"144243","Houston TX","Dallas-Fort Worth TX",10,28,-16,0,0
"144244","Houston TX","Dallas-Fort Worth TX",2,11,101,0,0
"144245","Houston TX","Dallas-Fort Worth TX",10,9,187,0,0
"144246","Houston TX","Dallas-Fort Worth TX",7,7,303,0,0
"144247","Houston TX","Dallas-Fort Worth TX",11,19,-38,0,0
"144248","Houston TX","Dallas-Fort Worth TX",10,12,-56,0,0
"144249","Houston TX","Dallas-Fort Worth TX",6,30,232,0,0
"144250","Houston TX","Dallas-Fort Worth TX",8,6,48,0,4
"144251","Houston TX","Dallas-Fort Worth TX",11,1,-81,0,0
"144252","Houston TX","Dallas-Fort Worth TX",6,24,458,0,6
"144253","Houston TX","Dallas-Fort Worth TX",2,12,857,2,86
"144254","Houston TX","Dallas-Fort Worth TX",12,18,791,6,309
"144255","Houston TX","Dallas-Fort Worth TX",5,15,364,0,120
"144256","Houston TX","Dallas-Fort Worth TX",12,11,140,0,0
"144257","Houston TX","Dallas-Fort Worth TX",11,28,-2,0,0
"144258","Houston TX","Dallas-Fort Worth TX",3,14,98,0,0
"144259","Houston TX","Dallas-Fort Worth TX",5,17,118,1,0
"144260","Houston TX","Dallas-Fort Worth TX",1,23,285,0,2
"144261","Houston TX","Dallas-Fort Worth TX",1,27,696,4,454
"144262","Houston TX","Dallas-Fort Worth TX",8,18,285,0,0
"144263","Houston TX","Dallas-Fort Worth TX",12,15,900,1,15
"144264","Houston TX","Dallas-Fort Worth TX",2,9,-22,0,0
"144265","Houston TX","Dallas-Fort Worth TX",5,31,33,0,0
"144266","Houston TX","Dallas-Fort Worth TX",6,11,321,0,0
"144267","Houston TX","Dallas-Fort Worth TX",8,16,1479,0,58
"144268","Houston TX","Dallas-Fort Worth TX",3,10,805,3,146
"144269","Houston TX","Dallas-Fort Worth TX",10,16,241,1,18
"144270","Houston TX","Dallas-Fort Worth TX",10,30,-35,0,0
"144271","Houston TX","Dallas-Fort Worth TX",4,30,-21,0,0
"144272","Houston TX","Dallas-Fort Worth TX",8,22,116,0,0
"144273","Houston TX","Dallas-Fort Worth TX",10,18,-6,0,0
"144274","Houston TX","Dallas-Fort Worth TX",8,3,472,1,25
"144275","Houston TX","Dallas-Fort Worth TX",5,1,60,0,0
"144276","Houston TX","Dallas-Fort Worth TX",4,7,437,1,0
"144277","Houston TX","Dallas-Fort Worth TX",3,16,135,0,0
"144278","Houston TX","Dallas-Fort Worth TX",10,2,-1,0,0
"144279","Houston TX","Dallas-Fort Worth TX",6,8,91,1,0
"144280","Houston TX","Dallas-Fort Worth TX",7,17,23,0,0
"144281","Houston TX","Dallas-Fort Worth TX",5,20,-12,0,0
"144282","Houston TX","Dallas-Fort Worth TX",10,13,-34,0,0
"144283","Houston TX","Dallas-Fort Worth TX",4,17,275,0,0
"144284","Houston TX","Dallas-Fort Worth TX",3,11,618,2,145
"144285","Houston TX","Dallas-Fort Worth TX",10,17,114,0,0
"144286","Houston TX","Dallas-Fort Worth TX",9,14,0,21,0
"144287","Houston TX","Dallas-Fort Worth TX",9,30,117,0,0
"144288","Houston TX","Dallas-Fort Worth TX",12,27,1471,2,477
"144289","Houston TX","Dallas-Fort Worth TX",12,9,561,0,38
"144290","Houston TX","Dallas-Fort Worth TX",2,6,227,0,0
"144291","Houston TX","Dallas-Fort Worth TX",3,6,149,6,22
"144292","Houston TX","Dallas-Fort Worth TX",6,12,109,0,0
"144293","Houston TX","Dallas-Fort Worth TX",10,10,-3,0,0
"144294","Houston TX","Dallas-Fort Worth TX",7,28,155,0,0
"144295","Houston TX","Dallas-Fort Worth TX",4,29,92,0,0
"144296","Houston TX","Dallas-Fort Worth TX",4,20,90,0,0
"144297","Houston TX","Dallas-Fort Worth TX",2,5,940,0,17
"144298","Houston TX","Dallas-Fort Worth TX",4,19,-43,1,0
"144299","Houston TX","Dallas-Fort Worth TX",11,18,114,0,17
"144300","Houston TX","Dallas-Fort Worth TX",4,18,202,1,0
"144301","Houston TX","Dallas-Fort Worth TX",3,22,30,0,0
"144302","Houston TX","Dallas-Fort Worth TX",11,2,-53,0,0
"144303","Houston TX","Dallas-Fort Worth TX",6,22,227,0,0
"144304","Houston TX","Dallas-Fort Worth TX",10,19,-14,0,0
"144305","Houston TX","Dallas-Fort Worth TX",8,21,1515,2,89
"144306","Houston TX","Dallas-Fort Worth TX",6,26,1030,2,75
"144307","Houston TX","Dallas-Fort Worth TX",11,30,171,0,0
"144308","Houston TX","Dallas-Fort Worth TX",10,27,30,0,0
"144309","Houston TX","Dallas-Fort Worth TX",3,18,727,17,331
"144310","Houston TX","Dallas-Fort Worth TX",11,9,3,0,0
"144311","Houston TX","Dallas-Fort Worth TX",10,14,79,1,0
"144312","Houston TX","Dallas-Fort Worth TX",1,3,8,0,0
"144313","Houston TX","Dallas-Fort Worth TX",7,8,318,0,0
"144314","Houston TX","Dallas-Fort Worth TX",9,19,-72,0,0
"144315","Houston TX","Dallas-Fort Worth TX",1,8,67,0,0
"144316","Houston TX","Dallas-Fort Worth TX",2,29,99,0,0
"144317","Houston TX","Dallas-Fort Worth TX",8,30,-8,0,0
"144318","Houston TX","Dallas-Fort Worth TX",1,1,186,0,0
"144319","Houston TX","Dallas-Fort Worth TX",9,28,-19,0,0
"144320","Houston TX","Dallas-Fort Worth TX",7,4,219,0,0
"144321","Houston TX","Dallas-Fort Worth TX",11,7,231,0,0
"144322","Houston TX","Dallas-Fort Worth TX",4,16,16,0,0
"144323","Houston TX","Dallas-Fort Worth TX",9,22,-58,0,0
"144324","Houston TX","Dallas-Fort Worth TX",3,23,442,0,0
"144325","Houston TX","Dallas-Fort Worth TX",3,17,176,0,0
"144326","Houston TX","Dallas-Fort Worth TX",2,19,40,0,0
"144327","Houston TX","Dallas-Fort Worth TX",3,28,149,1,0
"144328","Houston TX","Dallas-Fort Worth TX",11,5,76,0,0
"144329","Houston TX","Dallas-Fort Worth TX",8,10,64,0,0
"144330","Houston TX","Dallas-Fort Worth TX",10,21,-56,0,0
"144331","Houston TX","Dallas-Fort Worth TX",7,3,153,0,0
"144332","Houston TX","Dallas-Fort Worth TX",6,20,425,0,113
"144333","Houston TX","Dallas-Fort Worth TX",8,31,-24,0,0
"144334","Houston TX","Dallas-Fort Worth TX",10,20,22,0,0
"144335","Houston TX","Dallas-Fort Worth TX",9,18,-59,1,0
"144336","Houston TX","Dallas-Fort Worth TX",9,27,-68,0,0
"144337","Houston TX","Dallas-Fort Worth TX",5,11,54,0,0
"144338","Houston TX","Dallas-Fort Worth TX",11,6,-37,0,0
"144339","Houston TX","Dallas-Fort Worth TX",5,25,65,1,0
"144340","Houston TX","Dallas-Fort Worth TX",5,9,70,1,0
"144341","Houston TX","Dallas-Fort Worth TX",4,11,294,2,0
"144342","Houston TX","Dallas-Fort Worth TX",8,27,274,0,0
"144343","Houston TX","Dallas-Fort Worth TX",4,5,608,0,0
"144344","Houston TX","Dallas-Fort Worth TX",11,11,986,0,64
"144345","Houston TX","Dallas-Fort Worth TX",6,15,119,0,0
"144346","Houston TX","Dallas-Fort Worth TX",4,21,-7,0,0
"144347","Houston TX","Dallas-Fort Worth TX",4,3,156,0,0
"144348","Houston TX","Dallas-Fort Worth TX",3,1,146,0,0
"144349","Houston TX","Dallas-Fort Worth TX",6,19,1581,2,84
"144350","Houston TX","Dallas-Fort Worth TX",4,28,151,0,0
"144351","Houston TX","Dallas-Fort Worth TX",1,11,-64,0,0
"144352","Houston TX","Dallas-Fort Worth TX",6,7,11,0,0
"144353","Houston TX","Dallas-Fort Worth TX",10,5,-3,1,0
"144354","Houston TX","Dallas-Fort Worth TX",12,1,145,1,0
"144355","Houston TX","Dallas-Fort Worth TX",1,19,9,0,0
"144356","Houston TX","Dallas-Fort Worth TX",7,24,872,0,153
"144357","Houston TX","Dallas-Fort Worth TX",3,19,532,2,0
"144358","Houston TX","Dallas-Fort Worth TX",6,17,726,1,19
"144359","Houston TX","Dallas-Fort Worth TX",4,15,142,0,0
"144360","Houston TX","Dallas-Fort Worth TX",1,24,270,1,0
"144361","Houston TX","Dallas-Fort Worth TX",12,14,-9,0,0
"144362","Houston TX","Dallas-Fort Worth TX",12,17,425,3,2
"144363","Houston TX","Dallas-Fort Worth TX",11,4,-16,0,0
"144364","Houston TX","Dallas-Fort Worth TX",5,21,54,0,0
"144365","Houston TX","Dallas-Fort Worth TX",3,13,325,0,0
"144366","Houston TX","Dallas-Fort Worth TX",8,24,143,0,0
"144367","Houston TX","Dallas-Fort Worth TX",12,28,83,0,4
"144368","Houston TX","Dallas-Fort Worth TX",8,11,686,0,0
"144369","Houston TX","Dallas-Fort Worth TX",4,1,151,0,0
"144370","Houston TX","Dallas-Fort Worth TX",11,16,-44,2,0
"144371","Houston TX","Dallas-Fort Worth TX",8,19,68,0,0
"144372","Houston TX","Dallas-Fort Worth TX",1,17,212,0,0
"144373","Houston TX","Dallas-Fort Worth TX",2,20,561,0,100
"144374","Houston TX","Dallas-Fort Worth TX",3,3,1845,3,10
"144375","Houston TX","Dallas-Fort Worth TX",1,30,51,0,0
"144376","Houston TX","Dallas-Fort Worth TX",4,2,69,0,0
"144377","Houston TX","Dallas-Fort Worth TX",9,23,71,0,0
"144378","Houston TX","Dallas-Fort Worth TX",9,21,-56,0,0
"144379","Houston TX","Dallas-Fort Worth TX",7,23,172,1,0
"144380","Houston TX","Dallas-Fort Worth TX",11,3,-77,0,0
"144381","Houston TX","Dallas-Fort Worth TX",4,12,129,1,0
"144382","Houston TX","Dallas-Fort Worth TX",3,20,241,0,0
"144383","Houston TX","Dallas-Fort Worth TX",8,20,1577,2,79
"144384","Houston TX","Dallas-Fort Worth TX",5,19,95,0,0
"144385","Houston TX","Dallas-Fort Worth TX",1,7,-9,0,0
"144386","Houston TX","Dallas-Fort Worth TX",7,11,203,0,0
"144387","Houston TX","Dallas-Fort Worth TX",7,30,249,1,0
"144388","Houston TX","Dallas-Fort Worth TX",7,21,15,0,0
"144389","Houston TX","Dallas-Fort Worth TX",1,31,1128,4,324
"144390","Houston TX","Dallas-Fort Worth TX",2,21,765,0,42
"144391","Houston TX","Dallas-Fort Worth TX",9,29,-43,0,0
"144392","Houston TX","Dallas-Fort Worth TX",9,24,67,2,0
"144393","Houston TX","Dallas-Fort Worth TX",9,20,65,0,0
"144394","Houston TX","Dallas-Fort Worth TX",2,8,218,0,0
"144395","Houston TX","Dallas-Fort Worth TX",11,8,-28,0,0
"144396","Houston TX","Dallas-Fort Worth TX",4,27,208,0,0
"144397","Houston TX","Dallas-Fort Worth TX",7,13,242,0,0
"144398","Houston TX","Dallas-Fort Worth TX",8,1,289,0,0
"144399","Houston TX","Dallas-Fort Worth TX",4,10,414,6,25
"144400","Houston TX","Dallas-Fort Worth TX",2,27,-46,0,0
"144401","Houston TX","Dallas-Fort Worth TX",5,22,191,0,0
"144402","Houston TX","Dallas-Fort Worth TX",1,22,52,0,0
"144403","Houston TX","Dallas-Fort Worth TX",3,25,26,0,0
"144404","Houston TX","Dallas-Fort Worth TX",12,20,105,0,0
"144405","Houston TX","Dallas-Fort Worth TX",10,8,-70,0,0
"144406","Houston TX","Dallas-Fort Worth TX",1,2,175,0,0
"144407","Houston TX","Dallas-Fort Worth TX",10,29,-57,0,0
"144408","Houston TX","Dallas-Fort Worth TX",3,27,54,0,0
"144409","Houston TX","Dallas-Fort Worth TX",6,14,90,0,0
"144410","Houston TX","Dallas-Fort Worth TX",2,15,257,0,0
"144411","Houston TX","Dallas-Fort Worth TX",5,26,91,0,0
"144412","Houston TX","Dallas-Fort Worth TX",12,16,687,4,46
"144413","Houston TX","Dallas-Fort Worth TX",5,5,646,0,142
"144414","Houston TX","Dallas-Fort Worth TX",2,17,250,1,0
"144415","Houston TX","Dallas-Fort Worth TX",7,18,100,0,0
"144416","Houston TX","Dallas-Fort Worth TX",7,31,1250,2,0
"144417","Houston TX","Dallas-Fort Worth TX",9,3,54,0,0
"144418","Houston TX","Dallas-Fort Worth TX",7,5,-2,0,0
"144419","Houston TX","Dallas-Fort Worth TX",12,26,9,0,0
"144420","Houston TX","Dallas-Fort Worth TX",1,21,358,0,13
"144421","Houston TX","Dallas-Fort Worth TX",9,10,54,0,0
"144422","Houston TX","Dallas-Fort Worth TX",2,2,195,0,0
"144423","Houston TX","Dallas-Fort Worth TX",8,17,77,1,0
"144424","Houston TX","Dallas-Fort Worth TX",6,23,252,0,0
"144425","Houston TX","Dallas-Fort Worth TX",6,6,138,0,0
"144426","Houston TX","Dallas-Fort Worth TX",7,6,80,0,0
"144427","Houston TX","Dallas-Fort Worth TX",11,23,73,0,0
"144428","Houston TX","Dallas-Fort Worth TX",2,28,137,0,0
"144429","Houston TX","Dallas-Fort Worth TX",4,8,256,2,0
"144430","Houston TX","Dallas-Fort Worth TX",11,26,-11,0,0
"144431","Houston TX","Dallas-Fort Worth TX",4,26,133,0,0
"144432","Houston TX","Dallas-Fort Worth TX",12,13,6,0,0
"144433","Houston TX","Dallas-Fort Worth TX",8,4,290,0,0
"144434","Houston TX","Dallas-Fort Worth TX",10,15,941,2,137
"144435","Houston TX","Dallas-Fort Worth TX",2,25,361,1,0
"144436","Houston TX","Dallas-Fort Worth TX",3,21,180,1,0
"144437","Houston TX","Dallas-Fort Worth TX",12,29,62,0,0
"144438","Houston TX","Dallas-Fort Worth TX",12,3,62,0,0
"144439","Houston TX","Dallas-Fort Worth TX",5,10,-52,0,0
"144440","Houston TX","Dallas-Fort Worth TX",11,17,-57,0,0
"144441","Houston TX","Dallas-Fort Worth TX",5,2,529,0,17
"144442","Houston TX","Dallas-Fort Worth TX",2,1,211,0,0
"144443","Houston TX","Dallas-Fort Worth TX",7,14,402,0,0
"144444","Houston TX","Dallas-Fort Worth TX",1,28,-8,1,0
"144445","Houston TX","Dallas-Fort Worth TX",2,23,259,0,0
"144446","Houston TX","Dallas-Fort Worth TX",1,5,66,0,0
"144447","Houston TX","Dallas-Fort Worth TX",3,5,90,1,0
"144448","Houston TX","Dallas-Fort Worth TX",4,6,-20,0,0
"144449","Houston TX","Dallas-Fort Worth TX",9,7,-73,0,0
"144450","Houston TX","Dallas-Fort Worth TX",9,15,277,7,0
"144451","Houston TX","Dallas-Fort Worth TX",11,22,77,0,0
"144452","Houston TX","Dallas-Fort Worth TX",1,4,207,0,162
"144453","Houston TX","Dallas-Fort Worth TX",7,22,190,1,0
"144454","Houston TX","Dallas-Fort Worth TX",2,18,156,0,0
"144455","Houston TX","Dallas-Fort Worth TX",6,10,964,2,51
"144456","Houston TX","Dallas-Fort Worth TX",4,4,1001,1,70
"144457","Houston TX","Dallas-Fort Worth TX",5,18,165,0,0
"144458","Houston TX","Dallas-Fort Worth TX",1,29,590,0,0
"144459","Houston TX","Dallas-Fort Worth TX",6,9,1017,1,0
"144460","Houston TX","Dallas-Fort Worth TX",6,1,196,0,0
"144461","Houston TX","Dallas-Fort Worth TX",6,4,132,0,0
"144462","Houston TX","Dallas-Fort Worth TX",7,20,127,0,0
"144463","Houston TX","Dallas-Fort Worth TX",2,16,725,3,194
"144464","Houston TX","Dallas-Fort Worth TX",10,4,-32,0,0
"144465","Houston TX","Dallas-Fort Worth TX",5,3,218,0,0
"144466","Houston TX","Dallas-Fort Worth TX",8,26,247,0,18
"144467","Houston TX","Dallas-Fort Worth TX",9,5,-14,0,0
"144468","Houston TX","Dallas-Fort Worth TX",12,23,343,0,34
"144469","Houston TX","Dallas-Fort Worth TX",7,25,255,1,0
"144470","Houston TX","Dallas-Fort Worth TX",11,15,-73,0,0
"144471","Houston TX","Dallas-Fort Worth TX",12,24,37,0,0
"144472","Houston TX","Dallas-Fort Worth TX",4,9,244,4,0
"144473","Houston TX","Dallas-Fort Worth TX",5,27,2510,5,1202
"144474","Houston TX","Dallas-Fort Worth TX",7,2,166,0,0
"144475","Houston TX","Dallas-Fort Worth TX",2,22,339,0,0
"144476","Houston TX","Dallas-Fort Worth TX",8,29,300,1,89
"144477","Houston TX","Dallas-Fort Worth TX",1,12,111,0,0
"144478","Houston TX","Dallas-Fort Worth TX",2,13,5,0,0
"144479","Houston TX","Dallas-Fort Worth TX",6,3,70,0,0
"144480","Houston TX","Dallas-Fort Worth TX",12,21,565,3,88
"144481","Houston TX","Dallas-Fort Worth TX",10,31,-65,0,0
"144482","Houston TX","Dallas-Fort Worth TX",2,24,148,1,0
"144483","Houston TX","Dallas-Fort Worth TX",12,4,14,0,0
"144484","Houston TX","Dallas-Fort Worth TX",5,30,108,0,0
"144485","Houston TX","Dallas-Fort Worth TX",7,12,-33,0,0
"144486","Houston TX","Dallas-Fort Worth TX",3,30,291,0,22
"144487","Houston TX","Dallas-Fort Worth TX",11,13,117,0,5
"144488","Houston TX","Dallas-Fort Worth TX",3,24,34,0,0
"144489","Houston TX","Dallas-Fort Worth TX",1,15,-68,0,0
"144490","Houston TX","Dallas-Fort Worth TX",12,2,17,0,0
"144491","Houston TX","Dallas-Fort Worth TX",12,19,385,0,0
"144492","Houston TX","Dallas-Fort Worth TX",3,31,773,2,0
"144493","Houston TX","Dallas-Fort Worth TX",4,13,33,0,0
"144494","Houston TX","Dallas-Fort Worth TX",9,13,0,18,0
"144495","Houston TX","Dallas-Fort Worth TX",6,5,197,0,0
"144496","Houston TX","Dallas-Fort Worth TX",4,22,27,0,0
"144497","Houston TX","Dallas-Fort Worth TX",4,14,112,0,0
"144498","Houston TX","Dallas-Fort Worth TX",8,15,1829,5,250
"144499","Houston TX","Dallas-Fort Worth TX",11,14,310,0,0
"144500","Houston TX","Dallas-Fort Worth TX",8,7,92,0,0
"144501","Houston TX","Dallas-Fort Worth TX",5,6,419,0,0
"144502","Houston TX","Dallas-Fort Worth TX",7,29,141,0,0
"144503","Houston TX","Dallas-Fort Worth TX",9,2,-78,0,0
"144504","Houston TX","Dallas-Fort Worth TX",1,20,-19,0,0
"144505","Houston TX","Dallas-Fort Worth TX",5,28,354,0,18
"144506","Houston TX","Dallas-Fort Worth TX",5,12,130,0,0
"144507","Houston TX","Dallas-Fort Worth TX",7,9,463,1,2
"144508","Houston TX","Dallas-Fort Worth TX",7,19,-10,0,0
"144509","Houston TX","Dallas-Fort Worth TX",6,29,893,0,43
"144510","Houston TX","Dallas-Fort Worth TX",11,20,23,0,0
"144511","Houston TX","Dallas-Fort Worth TX",12,5,25,0,0
"144512","Houston TX","Dallas-Fort Worth TX",10,22,106,3,67
"144513","Houston TX","Dallas-Fort Worth TX",5,16,29,0,0
"144514","Houston TX","Dallas-Fort Worth TX",12,10,431,3,15
"144515","Houston TX","Dallas-Fort Worth TX",3,7,518,1,0
"144516","Houston TX","Dallas-Fort Worth TX",1,13,217,0,0
"144517","Houston TX","Dallas-Fort Worth TX",5,14,934,3,71
"144518","Houston TX","Dallas-Fort Worth TX",9,8,-41,0,0
"144519","Houston TX","Dallas-Fort Worth TX",9,1,17,0,0
"144520","Houston TX","Dallas-Fort Worth TX",6,18,64,0,0
"144521","Houston TX","Dallas-Fort Worth TX",2,7,62,0,0
"144522","Houston TX","Dallas-Fort Worth TX",9,17,-69,2,0
"144523","Houston TX","Dallas-Fort Worth TX",12,31,6,0,0
"144524","Houston TX","Dallas-Fort Worth TX",3,26,-24,1,0
"144525","Houston TX","Dallas-Fort Worth TX",8,23,26,0,0
"144526","Houston TX","Dallas-Fort Worth TX",3,8,432,0,0
"144527","Houston TX","Dallas-Fort Worth TX",11,21,31,0,0
"144528","Houston TX","Dallas-Fort Worth TX",10,26,-16,0,0
"144529","Houston TX","Dallas-Fort Worth TX",11,10,120,3,8
"144530","Houston TX","Dallas-Fort Worth TX",9,12,-1,14,0
"144531","Houston TX","Dallas-Fort Worth TX",10,1,-43,1,0
"144532","Houston TX","New Orleans LA",4,17,231,0,0
"144533","Houston TX","New Orleans LA",9,29,1,0,0
"144534","Houston TX","New Orleans LA",10,17,97,0,0
"144535","Houston TX","New Orleans LA",1,5,226,0,0
"144536","Houston TX","New Orleans LA",12,12,85,0,0
"144537","Houston TX","New Orleans LA",4,5,206,0,13
"144538","Houston TX","New Orleans LA",8,27,88,0,0
"144539","Houston TX","New Orleans LA",7,23,137,2,12
"144540","Houston TX","New Orleans LA",10,29,129,0,0
"144541","Houston TX","New Orleans LA",1,15,76,0,0
"144542","Houston TX","New Orleans LA",2,7,223,0,0
"144543","Houston TX","New Orleans LA",7,5,7,0,0
"144544","Houston TX","New Orleans LA",6,16,198,0,0
"144545","Houston TX","New Orleans LA",2,17,255,0,0
"144546","Houston TX","New Orleans LA",9,19,4,2,0
"144547","Houston TX","New Orleans LA",4,2,43,0,0
"144548","Houston TX","New Orleans LA",1,27,197,0,0
"144549","Houston TX","New Orleans LA",11,30,474,0,0
"144550","Houston TX","New Orleans LA",5,16,204,0,0
"144551","Houston TX","New Orleans LA",6,4,37,0,0
"144552","Houston TX","New Orleans LA",7,19,123,0,0
"144553","Houston TX","New Orleans LA",3,26,96,0,0
"144554","Houston TX","New Orleans LA",11,27,-16,0,0
"144555","Houston TX","New Orleans LA",1,17,311,0,0
"144556","Houston TX","New Orleans LA",6,20,385,1,54
"144557","Houston TX","New Orleans LA",3,2,171,0,0
"144558","Houston TX","New Orleans LA",2,19,-9,0,0
"144559","Houston TX","New Orleans LA",5,26,-1,0,0
"144560","Houston TX","New Orleans LA",3,20,248,0,0
"144561","Houston TX","New Orleans LA",2,3,113,0,0
"144562","Houston TX","New Orleans LA",3,15,377,0,0
"144563","Houston TX","New Orleans LA",11,19,119,0,0
"144564","Houston TX","New Orleans LA",1,13,-11,0,0
"144565","Houston TX","New Orleans LA",2,2,112,0,0
"144566","Houston TX","New Orleans LA",1,31,1248,0,118
"144567","Houston TX","New Orleans LA",12,22,624,0,40
"144568","Houston TX","New Orleans LA",11,4,-44,1,0
"144569","Houston TX","New Orleans LA",8,21,1182,0,92
"144570","Houston TX","New Orleans LA",7,22,137,0,0
"144571","Houston TX","New Orleans LA",2,9,28,0,0
"144572","Houston TX","New Orleans LA",1,10,243,0,0
"144573","Houston TX","New Orleans LA",9,14,0,19,0
